String,Introduced,WHOIS Directory Service,Contacts
.blue,2013,https://whois.nic.blue/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.bms,2014,https://whois.nic.bms/,"Bristol-Myers Squibb Company;345 Park Avenue;New York, New York 10154;US;Tel: +1 2125464000;Email: ngtld-bms@cscinfo.com;http://www.bms.com"
.bmw,2014,https://whois.nic.bmw/,"Bayerische Motoren Werke Aktiengesellschaft;Bayerische Motoren Werke Aktiengesellschaft;Petuelring 130;Munich, Bavaria 80809;DE;Tel: +49.8938230465;http://nic.bmw.com"
.bnl,2014,https://whois.nic.bnl/,"Banca Nazionale del Lavoro;Via V.Veneto,119;Roma, Italia 00187;IT;Tel: +39 06 47021;Fax: +39 06 470 20466;Email: luigi.maccallini@bnlmail.com;http://www.bnl.it"
.bnpparibas,2014,https://whois.nic.bnpparibas/,"Anne-Sophie TREMOUILLE;BNP Paribas;16, rue de Hanovre;Paris, Ile de France F-75002;FR;Tel: +331 58 16 84 99;Fax: +331 42 98 03 19;Email: anne-sophie.tremouille@bnpparibas.com;http://www.bnpparibas.com/"
.boats,2014,https://whois.nic.boats/,"DERBoats, LLC;DERBoats, LLC;150 Granby Street;Norfolk, Virginia 23510;US;Tel: +1 757 351 8207;Email: boats-tld@dominionenterprises.com;http://www.dominionenterprises.com/gtld/"
.boehringer,2015,http://whois.nic.boehringer/,"Boehringer Ingelheim;Binger Strasse 173;Ingelheim am Rhein, Rhineland-Palatinate 55216;DE;Tel: +49.6132772378;http://nic.boehringer"
.bofa,2015,https://whois.nic.bofa/,"NMS Services, Inc.;One Bryant Park;New York, New York 10036;US;Tel: (980) 387-8445;Fax: (980) 388-2014;Email: ngtld-bofa@cscinfo.com;http://nic.bofa"
.bom,2014,http://whois.nic.bom/,"Núcleo de Informação e Coordenação do Ponto BR - NIC.br;Av Nacoes Unidas, 11541 7o. andar;Sao Paulo, SP 04578-000;BR;Tel: +55 11 5509 3500;Fax: +55 11 5509 3501;Email: gtlds-nic@registro.br;http://www.nic.br"
.bond,2014,https://whois.nic.bond/,"Bond University Limited;University Drive;Robina, Queensland 4226;AU;Tel: +61 7 5595 1111;http://www.bond.edu.au"
.boo,2014,https://whois.nic.boo/,"Charleston Road Registry Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.book,2015,https://whois.nic.book/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactbook@amazon.com;http://www.nic.book"
.booking,2015,https://whois.nic.booking/,"Booking.com B.V.;Herengracht 597;Amsterdam, Noord-Holland 1017 CE;NL;Tel: +31 20 712 5600;Fax: +31 20 7125609;Email: gtld@booking.com;http://www.booking.com"
.boots,2015,https://whois.nic.boots/,"THE BOOTS COMPANY PLC;1 Thane Road;Nottingham, Nottingham NG90 1BS;GB;Tel: +44 115 959 2444;Fax: +44 115949 4224;Email: domains@allianceboots.com;http://www.nic.boots"
.bosch,2015,http://whois.nic.bosch/,"Robert Bosch;Robert Bosch Platz 1;Gerlingen-Schillerhoehe, n/a 70839;DE;Tel: +49 711 811-0;http://nic.bosch"
.bostik,2015,https://whois.nic.bostik/,"Alexandra Pointard;Bostik SA;253 avenue du president Wilson;La Plaine Saint-Denis, IDF 93211;FR;Tel: +33155999205;Fax: +33155999012;Email: ursbostik@safebrands.com;http://www.bostik.com"
.boston,2015,http://whois.nic.boston,"Boston TLD Management, LLC;32 Nassau Street;Dublin, Leinster 2;IE;Ph: +353 (0)1 677 8933;http://mm-registry.com"
.bot,2014,https://whois.nic.bot/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactbot@amazon.com;http://www.nic.bot"
.boutique,2013,https://whois.donuts.co,"Over Galley, LLC;Over Galley, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.box,2015,https://whois.nic.box/,".box Registry;12/F, Daily House, 35-37 Haiphong Road, Tsim Sha Tsui;Hong Kong, N/A N/A;HK;Tel: +852 2244 7900;http://nic.box"
.bradesco,2014,https://whois.nic.bradesco/,"Banco Bradesco S.A.;Cidade de Deus, s/nVila Yara;Osasco, São Paulo 06029-900;BR;Tel: +55 11 3681 4011;Fax: +55 11 3684 8351;Email: 4312.dominios@bradesco.com.br;http://www.bradesco.com.br"
.bridgestone,2014,https://whois.nic.bridgestone/,"Bridgestone Corporation;1-1, Kyobashi 3-chome;Chuo-ku, Tokyo 104-8340;JP;Tel: +81 3 5521 0107;Email: nakagawa_08@brights.jp;http://www.bridgestone.co.jp"
.broadway,2014,https://whois.nic.broadway/,"Celebrate Broadway, Inc.;729 Seventh Avenue5th Floor;New York, New York 10019;US;Tel: +1 212 764 1122;Fax: +1 212 944 8229;Email: reg@mindsandmachines.com;www.celebratebraodway.com"
.broker,2014,https://whois.nic.broker/,"Chris Muscat;Dotbroker Registry Limited;CANNON BRIDGE HOUSE25 DOWGATE HILL;London, London EC4R 2YA;GB;Tel: +442078926888;dotbroker.info"
.brother,2015,https://whois.nic.brother/,"Brother Industries, Ltd.;15-1 Naeshiro-cho, Mizuho-ku;Nagoya, Aichi 467-8561;JP;Tel: +81 3 5521 0107;Email: nakagawa_15@brights.jp;http://www.brother.co.jp"
.brussels,2014,https://whois.nic.brussels/,"DNS.be vzw (DNS Belgium vzw);Ubicenter, Philipssite 5, b 13;Leuven, Vlaams-Brabant 3001;BE;Tel: +32 16 28 49 70;Fax: +32 16 28 49 71;http://www.dnsbelgium.be"
.budapest,2013,https://whois.nic.budapest/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.bugatti,2015,https://whois.nic.bugatti/,"Bugatti International SA;412F, ROUTE D'ESCH;LUXEMBOURG, LUXEMBOURG 1030;LU;Tel: +33 3 88 04 56 00;Fax: +33 3 88 04 56 00;Email: dotbugatti@indeca.de;http://www.bugatti.com"
.build,2013,https://whois.nic.build/,"George Minardos;Plan Bee LLC;2800 28th Street, Suite 170;Santa Monica, CA 90405;US;Tel: +01 415 653 0111 (101);Fax: +01 415 653 0131;Email: george@bmail.build;www.about.build"
.builders,2013,https://whois.donuts.co,"Atomic Madison, LLC;Atomic Madison, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.business,2013,https://whois.donuts.co,"Spring Cross, LLC;Spring Cross, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.buy,2014,https://whois.nic.buy/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +1206 266 1000;Fax: +1206 946 7702;Email: contactbuy@amazon.com;http://www.nic.buy/"
.buzz,2013,http://whois.nic.buzz/,"Bill Doshier;DOTSTRATEGY CO.;1920 Centennial Club Dr.;Conway, AR 72034;US;Tel: (501) 352-9385;Email: bill@dotstrategy.biz;http://www.buzznames.biz"
.bzh,2014,http://whois.nic.bzh/,"Association www.bzh;140 boulevard de Creac'h Gwen CS 55031;Quimper cedex 9, N/A 29 561;FR;Tel: +33 (0)2 98 82 87 78;Fax: +33 (0)2 98 82 87 88;Email: info@pointbzh.com;http://www.pointbzh.com"
.cab,2013,https://whois.donuts.co,"Half Sunset, LLC;Half Sunset, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.cafe,2015,https://whois.donuts.co,"Donuts Inc.;Pioneer Canyon, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.cal,2014,https://whois.nic.cal/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.call,2014,https://whois.nic.call/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactcall@amazon.com;http://www.nic.call/"
.calvinklein,2015,https://whois.nic.calvinklein/,"PVH gTLD Holdings LLC;200 Madison Avenue18th Floor;New York, New York 10016;US;Tel: + 1 212 381 3500;Fax: +1 212 381 3950;Email: ckregistry@fairwindspartners.com;http://www.pvh.com"
.cam,2016,https://whois.nic.cam/,"CHRISTIAN CAUMONT;AC Webconnecting Holding B.V.;Beursplein 37;Rotterdam, n/a 3011AA;NL;Tel: +31104054473;Fax: +33442506948;Email: dotcam@acwebconnecting.com;http://acwebconnecting.com/"
.camera,2013,http://whois.nic.camera/,"Atomic Maple, LLC;Atomic Maple, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.camp,2013,http://whois.nic.camp/,"Delta Dynamite, LLC;Delta Dynamite, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.cancerresearch,2014,https://whois.nic.cancerresearch/,"Australian Cancer Research Foundation;Australian Cancer Research Foundation;Suite 409, Level 4, Strand Arcade412 George Street;Sydney, NSW 2000;AU;Tel: +61 2 9223 7833;Fax: +61 2 9223 1800;Email: criddington@acrf.com.au;http://www.acrf.com.au"
.canon,2014,https://whois.nic.canon/,"Canon Inc.;Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81-3-5456-1601;http://www.gmoregistry.com/en/"
.capetown,2014,https://whois.nic.capetown/,"Neil Dundas;ZA Central Registry (NPC);COZA House, Gazelle Close, Corporate Park South;Midrand, Gauteng 1685;ZA;Tel: +27 11 314 0077;Fax: +27 11 314 0088;Email: info@registry.net.za;http://www.registry.net.za"
.capital,2014,http://whois.nic.capital/,"Delta Mill, LLC (Donuts Inc.);Delta Mill, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.capitalone,2015,https://whois.nic.capitalone/,"Capital One Financial Corporation;1680 Capital One Drive;McLean, Virginia 22102;US;Tel: +1 703 720 1000;Fax: +1 703 205 1755;Email: dotcapitalone@markmonitor.com;https://www.capitalone.com/"
.car,2015,https://whois.nic.car/,"Cars Registry Limited ;3-110 Governors Square1361 GT;Grand Caymen, Grand Caymen KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: contact@uniregistry.com;http://www.uniregistry.com"
.caravan,2013,https://whois.nic.caravan/,"Caravan International, Inc.;Caravan International, Inc.;401 North Michigan Avenue;Chicago, IL 60611;US;Tel: 1 3123219800;http://caravan.com/"
.cards,2013,https://whois.nic.cards/,"Foggy Hollow, LLC;Foggy Hollow, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.care,2014,http://whois.nic.care/,"Goose Cross, LLC (Donuts Inc.);Goose Cross, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.career,2013,https://whois.nic.career/,"Ray Fassett;dotCareer, LLC;3029 Prospect Avenue;Cleveland, OH 44115;US;Tel: 1 2163611000;http://www.nic.career/"
.careers,2013,http://whois.nic.careers/,"Wild Corner, LLC;Wild Corner, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.cars,2014,https://whois.nic.cars/,"Cars Registry Limited ;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: contact@uniregistry.com;http://www.uniregistry.com"
.cartier,2014,http://whois.nic.cartier/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.cartier"
.casa,2013,https://whois.nic.casa/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.case,2015,https://whois.nic.case/,"CNH Industrial N.V.;Cranes Farm Road;Basildon, Essex SS14 3AD;GB;Tel: +44 1268 292545;http:// www.cnhindustrial.com"
.caseih,2015,https://whois.nic.caseih/,"CNH Industrial N.V.;Cranes Farm Road;Basildon, Essex SS14 3AD;GB;Tel: +44 1268 292545;http:// www.cnhindustrial.com"
.cash,2014,http://whois.nic.cash/,"Delta Lake, LLC (Donuts Inc.);Delta Lake, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.casino,2014,https://whois.nic.casino/,"Donuts Inc.;Binky Sky, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.cat,2005,http://fundacio.cat/ca/whois,"Santi Ribera;Fundació puntCAT;C./ Aribau 230-240, 7a planta, despatx M;Barcelona, 08006;ES;Tel: +34 667 419 558;Fax: +34 936 750 354;Email: sribera@fundacio.cat;http://fundacio.cat"
.catering,2013,http://whois.nic.catering/,"New Falls, LLC;New Falls, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.catholic,2015,https://whois.nic.catholic/,"Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication);Via della Conciliazione 5;Città del Vaticano (Vatican City State), Vatican City State 00120;VA;Tel: 0039 06 698 84002;Fax: 0039 06 698 85173;Email: info.catholictld@spc.va;http://www.nic.catholic"
.cba,2014,https://whois.nic.cba/,"COMMONWEALTH BANK OF AUSTRALIA;Ground Floor, Tower 1201 Sussex Street;Sydney, New South Wales 1155;AU;Tel: +61 13 22 21;Fax: +61 2 91181601;Email: domains@cba.com.au;http://www.nic.cba"
.cbn,2014,https://whois.nic.cbn/,"John Doussard;The Christian Broadcasting Network, Inc.;977 Centerville Turnpike;Virginia Beach, Virginia 23463;US;Tel: +01 757 226 3687;Fax: +01 757 226 6230;Email: jack.doussard@cbn.org;http://www.cbn.com"
.cbre,2015,https://whois.nic.cbre/,"CBRE, Inc.;400 S. Hope Street 25th Floor;Los Angeles, California 90071;US;Tel: (214) 979-6100;Email: ngtld-cbre@cscglobal.com;http://nic.cbre"
.cbs,2015,https://whois.nic.cbs/,"CBS Domains Inc.;51 West 52nd Street;New York, New York 10019;US;Tel: +1 212 975 3610;Fax: +1 212 975 0114;Email: rebecca.borden@cbs.com;http://nic.cbs"
.ceb,2015,http://whois.nic.ceb/,"CEB;1919 North Lynn Street;Arlington, Virginia 22209;US;Tel: +1 571 303 3000;http://www.nic.ceb"
.center,2013,http://whois.nic.center/,"Tin Mill, LLC;Tin Mill, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.ceo,2013,https://whois.nic.ceo/,"Chris Murphy;CEOTLD Pty Ltd;88 Phillip Street, Suite 4, Level 33;Sydney, NSW 2000;AU;Tel: +61 2 9299 0499;Fax: n/a;Email: dotceo@peoplebrowsr.com;http://home.ceo"
.cern,2014,https://whois.nic.cern/,"CERN Web Manager;European Organization for Nuclear Research (""CERN"");Route de Meyrin;Meyrin, Geneve CH-1211;CH;Tel: +41 22 767 6111;Fax: +41 22 767 9599;Email: cern.gtld@cern.ch;http://cern.ch"
.cfa,2014,https://whois.nic.cfa/,"CFA Institute;915 E. High Street;Charlottesville, Virginia 22902;US;Tel: +1 434-951-5449;https://www.cfainstitute.org"
.cfd,2014,https://whois.nic.cfd/,"Chris Muscat;DotCFD Registry Limited;CANNON BRIDGE HOUSE25 DOWGATE HILL;London, London EC4R 2YA;GB;Tel: +442078926888;dotcfd.info"
.chanel,2015,https://whois.nic.chanel/,"Chanel International B.V.;Boerhaavelaan 22;Zoetermeer, NL 2713 HX;NL;Tel: +31 79 329 0454;http://nic.chanel"
.channel,2014,https://whois.nic.channel/,"Charleston Road Registry Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.chase,2015,https://whois.nic.chase/,"JPMorgan Chase Bank, National Association;270 Park Avenue;New York, New York 10017;US;Tel: +1 212 270 6000;Fax: +1 302 282 1660;Email: domainregistration@jpmchase.com;http://www.jpmorganchase.com"
.chat,2014,https://whois.nic.chat/,"Donuts Inc.;Sand Fields, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.cheap,2013,http://whois.nic.cheap/,"Sand Cover, LLC;Sand Cover, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.chintai,2015,https://whois.nic.chintai/,"c/o Interlink Co., Ltd;CHINTAI Corporation;3-1-1 Higashi Ikebukuro Sunshine 60 Bldg. 37th Fl.;Toshima, Tokyo 170-6037;JP;Tel: +815058061875;Email: chintai-registry@interlink.ad.jp;http://nic.chintai"
.chloe,2014,http://whois.nic.chloe/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.chloe"
.christmas,2013,https://whois.nic.christmas/,"Uniregistry, Corp.;Uniregistry, Corp.;Governors Square, Unit 3-110, 23 Lime Tree Bay Avenue, PO Box 1361;George Town, Grand Cayman, KY KY1-1108;KY;Tel: 13457496263;http://www.uniregistry.com/"
.chrome,2014,https://whois.nic.chrome/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.chrysler,2015,https://whois.nic.chrysler/,"FCA US LLC.;1000 Chrysler Drive;Auburn Hills, Michigan 48326;US;Tel: (248) 512-2950;Fax: (248) 512-4053;Email: ngtld-fca@cscglobal.com;http://nic.chrysler"
.church,2014,http://whois.nic.church/,"Holly Fileds, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.cipriani,2015,http://whois.nic.cipriani/,"CIPRIANI;Giudecca 10;Venice, n/a 30133;IT;Tel: +44 203 117 1300;http://nic.cipriani"
.circle,2014,https://whois.nic.circle/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactcircle@amazon.com;http://www.nic.circle/"
.cisco,2014,https://whois.nic.cisco/,"Cisco Technology, Inc.;170 West Tasman Drive;San Jose, California 95134;US;Tel: +1 408 526 4000;Fax: +1 408 526 4100;http://www.nic.cisco/"
.citadel,2015,http://whois.nic.citadel/,"Citadel Domain LLC;131 South Dearborn Street;Chicago, Illinois 60603;US;Tel: (312) 395-2100;nic.citadel"
.citi,2015,http://whois.nic.citi/,"c/o Brian Winterfeldt;Citigroup Inc.;388 Greenwich St;New York, New York 10013;US;Tel: +1 212 559 1000;Email: citi-bjw@mayerbrown.com;http://www.citigroup.com"
.citic,2014,http://whois.nic.citic/,"CITIC Group Corporation;CITIC Group Corporation;Capital Mansion, 6 Xinyuannanlu, Chaoyang District;Beijing, Beijing 100004;CN;Tel: 86 10 59661035;http://www.nic.citic"
.city,2014,http://whois.nic.city/,"Snow Sky, LLC;Snow Sky, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.cityeats,2014,https://whois.nic.cityeats/,"Jennifer Wolfe;Lifestyle Domain Holdings, Inc.;9712 Sherrill Blvd.;Knoxville, Tennessee 37932;US;Tel: 0018656942700;Fax: N/A;Email: gtld@scrippsnetworks.com;about.cityeats"
.claims,2014,http://whois.nic.claims/,"Donuts Inc.;Black Corner, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.cleaning,2013,http://whois.nic.cleaning/,"Fox Shadow, LLC;Fox Shadow, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.click,2014,https://whois.nic.click/,"Managing Director;Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: fobispo@uniregistry.com;http://www.uniregistry.link"
